Hours,Lifetime Hourly Data: System power generated (kW),MW
3077.5,-7.08862,0
3078.5,-7.08862,0
3079.5,1382.92,1.38292
3080.5,21591.7,21.5917
3081.5,16818.3,16.8183
3082.5,16820,16.82
3083.5,26978.5,26.9785
3084.5,22921.1,22.9211
3085.5,35272.4,35.2724
3086.5,25727,25.727
3087.5,16093.4,16.0934
3088.5,4913.54,4.91354
3089.5,407.364,0.407364
3090.5,-7.08862,0
3091.5,-7.08862,0
3092.5,-7.08862,0
3093.5,-7.08862,0
3094.5,-7.08862,0
3095.5,-7.08862,0
3096.5,-7.08862,0
3097.5,-7.08862,0
3098.5,-7.08862,0
3099.5,-7.08862,0
3100.5,-7.08862,0
3101.5,-7.08862,0
3102.5,-7.08862,0
3103.5,1039.62,1.03962
3104.5,14720.7,14.7207
3105.5,28019.9,28.0199
3106.5,25937.4,25.9374
3107.5,22714.7,22.7147
3108.5,36448.2,36.4482
3109.5,27789.5,27.7895
3110.5,37601.8,37.6018
3111.5,14213.8,14.2138
3112.5,13296.6,13.2966
3113.5,-7.08862,0
3114.5,-7.08862,0
3115.5,-7.08862,0
3116.5,-7.08862,0
3117.5,-7.08862,0
3118.5,-7.08862,0
3119.5,-7.08862,0
3120.5,-7.08862,0
3121.5,-7.08862,0
3122.5,-7.08862,0
3123.5,-7.08862,0
3124.5,-7.08862,0
3125.5,-7.08862,0
3126.5,-7.08862,0
3127.5,1613.69,1.61369
3128.5,17795.3,17.7953
3129.5,10744,10.744
3130.5,21210.2,21.2102
3131.5,32099,32.099
3132.5,24448.6,24.4486
3133.5,12470.8,12.4708
3134.5,9507.55,9.50755
3135.5,8123.43,8.12343
3136.5,2743.18,2.74318
3137.5,-7.08862,0
3138.5,-7.08862,0
3139.5,-7.08862,0
3140.5,-7.08862,0
3141.5,-7.08862,0
3142.5,-7.08862,0
3143.5,-7.08862,0
3144.5,-7.08862,0
3145.5,-7.08862,0
3146.5,-7.08862,0
3147.5,-7.08862,0
3148.5,-7.08862,0
3149.5,-7.08862,0
3150.5,-7.08862,0
3151.5,320.257,0.320257
3152.5,6558.9,6.5589
3153.5,20128.3,20.1283
3154.5,27304.2,27.3042
3155.5,17024.3,17.0243
3156.5,14928.6,14.9286
3157.5,18128.6,18.1286
3158.5,10824.5,10.8245
3159.5,10856.2,10.8562
3160.5,9366.93,9.36693
3161.5,-7.08862,0
3162.5,-7.08862,0
3163.5,-7.08862,0
3164.5,-7.08862,0
3165.5,-7.08862,0
3166.5,-7.08862,0
3167.5,-7.08862,0
3168.5,-7.08862,0
3169.5,-7.08862,0
3170.5,-7.08862,0
3171.5,-7.08862,0
3172.5,-7.08862,0
3173.5,-7.08862,0
3174.5,-7.08862,0
3175.5,1576.82,1.57682
3176.5,20784.1,20.7841
3177.5,29565.7,29.5657
3178.5,37187.9,37.1879
3179.5,46129.1,46.1291
3180.5,50259,50.259
3181.5,41857.9,41.8579
3182.5,27094.6,27.0946
3183.5,31357.1,31.3571
3184.5,16123.1,16.1231
3185.5,516.475,0.516475
3186.5,-7.08862,0
3187.5,-7.08862,0
3188.5,-7.08862,0
3189.5,-7.08862,0
3190.5,-7.08862,0
3191.5,-7.08862,0
3192.5,-7.08862,0
3193.5,-7.08862,0
3194.5,-7.08862,0
3195.5,-7.08862,0
3196.5,-7.08862,0
3197.5,-7.08862,0
3198.5,-7.08862,0
3199.5,2068.16,2.06816
3200.5,15508.3,15.5083
3201.5,28897,28.897
3202.5,39383.9,39.3839
3203.5,45611.4,45.6114
3204.5,48888.8,48.8888
3205.5,42362.4,42.3624
3206.5,7017.08,7.01708
3207.5,2487.81,2.48781
3208.5,3344.05,3.34405
3209.5,193.318,0.193318
3210.5,-7.08862,0
3211.5,-7.08862,0
3212.5,-7.08862,0
3213.5,-7.08862,0
3214.5,-7.08862,0
3215.5,-7.08862,0
3216.5,-7.08862,0
3217.5,-7.08862,0
3218.5,-7.08862,0
3219.5,-7.08862,0
3220.5,-7.08862,0
3221.5,-7.08862,0
3222.5,-7.08862,0
3223.5,1235.9,1.2359
3224.5,19827,19.827
3225.5,28181.3,28.1813
3226.5,35970.4,35.9704
3227.5,30334.2,30.3342
3228.5,32102.8,32.1028
3229.5,17300.6,17.3006
3230.5,9291.74,9.29174
3231.5,20983.6,20.9836
3232.5,14066.5,14.0665
3233.5,-7.08862,0
3234.5,-7.08862,0
3235.5,-7.08862,0
3236.5,-7.08862,0
3237.5,-7.08862,0
3238.5,-7.08862,0
3239.5,-7.08862,0
3240.5,-7.08862,0
3241.5,-7.08862,0
3242.5,-7.08862,0
3243.5,-7.08862,0
3244.5,-7.08862,0
3245.5,-7.08862,0
3246.5,-7.08862,0
3247.5,641.336,0.641336
3248.5,4131.31,4.13131
3249.5,6141.49,6.14149
3250.5,13056.6,13.0566
3251.5,13448.1,13.4481
3252.5,16320.5,16.3205
3253.5,39253.7,39.2537
3254.5,29502.4,29.5024
3255.5,18054.1,18.0541
3256.5,4245.2,4.2452
3257.5,-7.08862,0
3258.5,-7.08862,0
3259.5,-7.08862,0
3260.5,-7.08862,0
3261.5,-7.08862,0
3262.5,-7.08862,0
3263.5,-7.08862,0
3264.5,-7.08862,0
3265.5,-7.08862,0
3266.5,-7.08862,0
3267.5,-7.08862,0
3268.5,-7.08862,0
3269.5,-7.08862,0
3270.5,-7.08862,0
3271.5,795.141,0.795141
3272.5,6026.86,6.02686
3273.5,14006.5,14.0065
3274.5,26258.1,26.2581
3275.5,23949.7,23.9497
3276.5,38673.9,38.6739
3277.5,45372,45.372
3278.5,25859.3,25.8593
3279.5,13730.9,13.7309
3280.5,8245.6,8.2456
3281.5,16.2823,0.0162823
3282.5,-7.08862,0
3283.5,-7.08862,0
3284.5,-7.08862,0
3285.5,-7.08862,0
3286.5,-7.08862,0
3287.5,-7.08862,0
3288.5,-7.08862,0
3289.5,-7.08862,0
3290.5,-7.08862,0
3291.5,-7.08862,0
3292.5,-7.08862,0
3293.5,-7.08862,0
3294.5,-7.08862,0
3295.5,856.154,0.856154
3296.5,19975.1,19.9751
3297.5,37143.2,37.1432
3298.5,28438.2,28.4382
3299.5,29360.3,29.3603
3300.5,42264.6,42.2646
3301.5,28410.3,28.4103
3302.5,12022.8,12.0228
3303.5,19888.9,19.8889
3304.5,7966.46,7.96646
3305.5,10.281,0.010281
3306.5,-7.08862,0
3307.5,-7.08862,0
3308.5,-7.08862,0
3309.5,-7.08862,0
3310.5,-7.08862,0
3311.5,-7.08862,0
3312.5,-7.08862,0
3313.5,-7.08862,0
3314.5,-7.08862,0
3315.5,-7.08862,0
3316.5,-7.08862,0
3317.5,-7.08862,0
3318.5,-7.08862,0
3319.5,897.891,0.897891
3320.5,15102.7,15.1027
3321.5,31776.8,31.7768
3322.5,37461.6,37.4616
3323.5,34711.9,34.7119
3324.5,42254.1,42.2541
3325.5,19505.7,19.5057
3326.5,22864.9,22.8649
3327.5,5932.36,5.93236
3328.5,2009.08,2.00908
3329.5,-7.08862,0
3330.5,-7.08862,0
3331.5,-7.08862,0
3332.5,-7.08862,0
3333.5,-7.08862,0
3334.5,-7.08862,0
3335.5,-7.08862,0
3336.5,-7.08862,0
3337.5,-7.08862,0
3338.5,-7.08862,0
3339.5,-7.08862,0
3340.5,-7.08862,0
3341.5,-7.08862,0
3342.5,-7.08862,0
3343.5,248.932,0.248932
3344.5,11313.2,11.3132
3345.5,13310.4,13.3104
3346.5,12651.5,12.6515
3347.5,21350.4,21.3504
3348.5,21571.1,21.5711
3349.5,15659,15.659
3350.5,10826.1,10.8261
3351.5,7224.09,7.22409
3352.5,17864.3,17.8643
3353.5,-7.08862,0
3354.5,-7.08862,0
3355.5,-7.08862,0
3356.5,-7.08862,0
3357.5,-7.08862,0
3358.5,-7.08862,0
3359.5,-7.08862,0
3360.5,-7.08862,0
3361.5,-7.08862,0
3362.5,-7.08862,0
3363.5,-7.08862,0
3364.5,-7.08862,0
3365.5,-7.08862,0
3366.5,-7.08862,0
3367.5,4.61583,0.00461583
3368.5,1116.57,1.11657
3369.5,5086.14,5.08614
3370.5,11036.7,11.0367
3371.5,31433.8,31.4338
3372.5,29518.1,29.5181
3373.5,24549.2,24.5492
3374.5,28384.9,28.3849
3375.5,6130.7,6.1307
3376.5,3660.44,3.66044
3377.5,-7.08862,0
3378.5,-7.08862,0
3379.5,-7.08862,0
3380.5,-7.08862,0
3381.5,-7.08862,0
3382.5,-7.08862,0
3383.5,-7.08862,0
3384.5,-7.08862,0
3385.5,-7.08862,0
3386.5,-7.08862,0
3387.5,-7.08862,0
3388.5,-7.08862,0
3389.5,-7.08862,0
3390.5,-7.08862,0
3391.5,-7.08862,0
3392.5,2533.44,2.53344
3393.5,7731.76,7.73176
3394.5,11407.8,11.4078
3395.5,14823,14.823
3396.5,13766.4,13.7664
3397.5,6942.58,6.94258
3398.5,6500.54,6.50054
3399.5,3937.56,3.93756
3400.5,1485.13,1.48513
3401.5,-7.08862,0
3402.5,-7.08862,0
3403.5,-7.08862,0
3404.5,-7.08862,0
3405.5,-7.08862,0
3406.5,-7.08862,0
3407.5,-7.08862,0
3408.5,-7.08862,0
3409.5,-7.08862,0
3410.5,-7.08862,0
3411.5,-7.08862,0
3412.5,-7.08862,0
3413.5,-7.08862,0
3414.5,-7.08862,0
3415.5,795.874,0.795874
3416.5,15454.3,15.4543
3417.5,25971.3,25.9713
3418.5,35679.3,35.6793
3419.5,41821.1,41.8211
3420.5,38542,38.542
3421.5,46490,46.49
3422.5,31459,31.459
3423.5,12016,12.016
3424.5,4151.14,4.15114
3425.5,-7.08862,0
3426.5,-7.08862,0
3427.5,-7.08862,0
3428.5,-7.08862,0
3429.5,-7.08862,0
3430.5,-7.08862,0
3431.5,-7.08862,0
3432.5,-7.08862,0
3433.5,-7.08862,0
3434.5,-7.08862,0
3435.5,-7.08862,0
3436.5,-7.08862,0
3437.5,-7.08862,0
3438.5,-7.08862,0
3439.5,45.5672,0.0455672
3440.5,6567.71,6.56771
3441.5,26687.6,26.6876
3442.5,42021.9,42.0219
3443.5,48520.8,48.5208
3444.5,50212.9,50.2129
3445.5,44546.1,44.5461
3446.5,38014.5,38.0145
3447.5,26372.8,26.3728
3448.5,13598,13.598
3449.5,-7.08862,0
3450.5,-7.08862,0
3451.5,-7.08862,0
3452.5,-7.08862,0
3453.5,-7.08862,0
3454.5,-7.08862,0
3455.5,-7.08862,0
3456.5,-7.08862,0
3457.5,-7.08862,0
3458.5,-7.08862,0
3459.5,-7.08862,0
3460.5,-7.08862,0
3461.5,-7.08862,0
3462.5,-7.08862,0
3463.5,741.371,0.741371
3464.5,17846,17.846
3465.5,32678.4,32.6784
3466.5,42438.1,42.4381
3467.5,48450,48.45
3468.5,48269.6,48.2696
3469.5,48223.3,48.2233
3470.5,41593.2,41.5932
3471.5,30456,30.456
3472.5,13997.8,13.9978
3473.5,-7.08862,0
3474.5,-7.08862,0
3475.5,-7.08862,0
3476.5,-7.08862,0
3477.5,-7.08862,0
3478.5,-7.08862,0
3479.5,-7.08862,0
3480.5,-7.08862,0
3481.5,-7.08862,0
3482.5,-7.08862,0
3483.5,-7.08862,0
3484.5,-7.08862,0
3485.5,-7.08862,0
3486.5,-7.08862,0
3487.5,115.775,0.115775
3488.5,11388.9,11.3889
3489.5,22231.3,22.2313
3490.5,19271.7,19.2717
3491.5,19482.8,19.4828
3492.5,26423.1,26.4231
3493.5,20320.6,20.3206
3494.5,24744.5,24.7445
3495.5,11610.5,11.6105
3496.5,4365.07,4.36507
3497.5,-7.08862,0
3498.5,-7.08862,0
3499.5,-7.08862,0
3500.5,-7.08862,0
3501.5,-7.08862,0
3502.5,-7.08862,0
3503.5,-7.08862,0
3504.5,-7.08862,0
3505.5,-7.08862,0
3506.5,-7.08862,0
3507.5,-7.08862,0
3508.5,-7.08862,0
3509.5,-7.08862,0
3510.5,-7.08862,0
3511.5,-7.08862,0
3512.5,1490.85,1.49085
3513.5,3919.52,3.91952
3514.5,10049.5,10.0495
3515.5,9479.79,9.47979
3516.5,9989.81,9.98981
3517.5,5488.2,5.4882
3518.5,4219.65,4.21965
3519.5,2193.65,2.19365
3520.5,91.7952,0.0917952
3521.5,-7.08862,0
3522.5,-7.08862,0
3523.5,-7.08862,0
3524.5,-7.08862,0
3525.5,-7.08862,0
3526.5,-7.08862,0
3527.5,-7.08862,0
3528.5,-7.08862,0
3529.5,-7.08862,0
3530.5,-7.08862,0
3531.5,-7.08862,0
3532.5,-7.08862,0
3533.5,-7.08862,0
3534.5,-7.08862,0
3535.5,-7.08862,0
3536.5,3386.28,3.38628
3537.5,13893.5,13.8935
3538.5,15839.1,15.8391
3539.5,25265.5,25.2655
3540.5,41581.7,41.5817
3541.5,24336.6,24.3366
3542.5,30764.9,30.7649
3543.5,23766.6,23.7666
3544.5,6682.42,6.68242
3545.5,-7.08862,0
3546.5,-7.08862,0
3547.5,-7.08862,0
3548.5,-7.08862,0
3549.5,-7.08862,0
3550.5,-7.08862,0
3551.5,-7.08862,0
3552.5,-7.08862,0
3553.5,-7.08862,0
3554.5,-7.08862,0
3555.5,-7.08862,0
3556.5,-7.08862,0
3557.5,-7.08862,0
3558.5,-7.08862,0
3559.5,140.218,0.140218
3560.5,17059.7,17.0597
3561.5,18887.7,18.8877
3562.5,7020.45,7.02045
3563.5,42513.7,42.5137
3564.5,46836.7,46.8367
3565.5,35323.2,35.3232
3566.5,31704.5,31.7045
3567.5,15198,15.198
3568.5,9542.7,9.5427
3569.5,-7.08862,0
3570.5,-7.08862,0
3571.5,-7.08862,0
3572.5,-7.08862,0
3573.5,-7.08862,0
3574.5,-7.08862,0
3575.5,-7.08862,0
3576.5,-7.08862,0
3577.5,-7.08862,0
3578.5,-7.08862,0
3579.5,-7.08862,0
3580.5,-7.08862,0
3581.5,-7.08862,0
3582.5,-7.08862,0
3583.5,42.3148,0.0423148
3584.5,5820.73,5.82073
3585.5,23269.2,23.2692
3586.5,13911,13.911
3587.5,34093.3,34.0933
3588.5,34541.5,34.5415
3589.5,38601.5,38.6015
3590.5,27183.1,27.1831
3591.5,23300.8,23.3008
3592.5,7449.64,7.44964
3593.5,-7.08862,0
3594.5,-7.08862,0
3595.5,-7.08862,0
3596.5,-7.08862,0
3597.5,-7.08862,0
3598.5,-7.08862,0
3599.5,-7.08862,0
3600.5,-7.08862,0
3601.5,-7.08862,0
3602.5,-7.08862,0
3603.5,-7.08862,0
3604.5,-7.08862,0
3605.5,-7.08862,0
3606.5,-7.08862,0
3607.5,157.882,0.157882
3608.5,8313.44,8.31344
3609.5,19559.2,19.5592
3610.5,36506,36.506
3611.5,33341.2,33.3412
3612.5,39527.3,39.5273
3613.5,38282,38.282
3614.5,35980.4,35.9804
3615.5,18743.6,18.7436
3616.5,5803.45,5.80345
3617.5,-7.08862,0
3618.5,-7.08862,0
3619.5,-7.08862,0
3620.5,-7.08862,0
3621.5,-7.08862,0
3622.5,-7.08862,0
3623.5,-7.08862,0
3624.5,-7.08862,0
3625.5,-7.08862,0
3626.5,-7.08862,0
3627.5,-7.08862,0
3628.5,-7.08862,0
3629.5,-7.08862,0
3630.5,-7.08862,0
3631.5,-7.08862,0
3632.5,2024.26,2.02426
3633.5,10610.7,10.6107
3634.5,10522.6,10.5226
3635.5,13749.1,13.7491
3636.5,37202.8,37.2028
3637.5,23455.8,23.4558
3638.5,38651.2,38.6512
3639.5,28349.7,28.3497
3640.5,8122.74,8.12274
3641.5,-7.08862,0
3642.5,-7.08862,0
3643.5,-7.08862,0
3644.5,-7.08862,0
3645.5,-7.08862,0
3646.5,-7.08862,0
3647.5,-7.08862,0
3648.5,-7.08862,0
3649.5,-7.08862,0
3650.5,-7.08862,0
3651.5,-7.08862,0
3652.5,-7.08862,0
3653.5,-7.08862,0
3654.5,-7.08862,0
3655.5,-7.08862,0
3656.5,15912.4,15.9124
3657.5,17666.3,17.6663
3658.5,26060.3,26.0603
3659.5,38779.4,38.7794
3660.5,40570.5,40.5705
3661.5,45777.5,45.7775
3662.5,42809.1,42.8091
3663.5,31626.4,31.6264
3664.5,2584.2,2.5842
3665.5,-7.08862,0
3666.5,-7.08862,0
3667.5,-7.08862,0
3668.5,-7.08862,0
3669.5,-7.08862,0
3670.5,-7.08862,0
3671.5,-7.08862,0
3672.5,-7.08862,0
3673.5,-7.08862,0
3674.5,-7.08862,0
3675.5,-7.08862,0
3676.5,-7.08862,0
3677.5,-7.08862,0
3678.5,-7.08862,0
3679.5,133.795,0.133795
3680.5,952.954,0.952954
3681.5,477.877,0.477877
3682.5,809.968,0.809968
3683.5,14910.6,14.9106
3684.5,29486.7,29.4867
3685.5,23015.1,23.0151
3686.5,19149.4,19.1494
3687.5,3579.33,3.57933
3688.5,276.794,0.276794
3689.5,-7.08862,0
3690.5,-7.08862,0
3691.5,-7.08862,0
3692.5,-7.08862,0
3693.5,-7.08862,0
3694.5,-7.08862,0
3695.5,-7.08862,0
3696.5,-7.08862,0
3697.5,-7.08862,0
3698.5,-7.08862,0
3699.5,-7.08862,0
3700.5,-7.08862,0
3701.5,-7.08862,0
3702.5,-7.08862,0
3703.5,-7.08862,0
3704.5,2894.4,2.8944
3705.5,18728.7,18.7287
3706.5,16388.7,16.3887
3707.5,40920,40.92
3708.5,20387.4,20.3874
3709.5,23027.6,23.0276
3710.5,21157.9,21.1579
3711.5,13684.7,13.6847
3712.5,5689.1,5.6891
3713.5,-7.08862,0
3714.5,-7.08862,0
3715.5,-7.08862,0
3716.5,-7.08862,0
3717.5,-7.08862,0
3718.5,-7.08862,0
3719.5,-7.08862,0
3720.5,-7.08862,0
3721.5,-7.08862,0
3722.5,-7.08862,0
3723.5,-7.08862,0
3724.5,-7.08862,0
3725.5,-7.08862,0
3726.5,-7.08862,0
3727.5,129.924,0.129924
3728.5,6782.13,6.78213
3729.5,15874.8,15.8748
3730.5,28394.4,28.3944
3731.5,35125.3,35.1253
3732.5,47339.3,47.3393
3733.5,21289.2,21.2892
3734.5,24842.5,24.8425
3735.5,13289.4,13.2894
3736.5,3938.09,3.93809
3737.5,-7.08862,0
3738.5,-7.08862,0
3739.5,-7.08862,0
3740.5,-7.08862,0
3741.5,-7.08862,0
3742.5,-7.08862,0
3743.5,-7.08862,0
3744.5,-7.08862,0
3745.5,-7.08862,0
3746.5,-7.08862,0
3747.5,-7.08862,0
3748.5,-7.08862,0
3749.5,-7.08862,0
3750.5,-7.08862,0
3751.5,-7.08862,0
3752.5,2039.22,2.03922
3753.5,10051.8,10.0518
3754.5,14356.1,14.3561
3755.5,14140.1,14.1401
3756.5,12749,12.749
3757.5,5159.91,5.15991
3758.5,5620.08,5.62008
3759.5,3608.43,3.60843
3760.5,768.272,0.768272
3761.5,-7.08862,0
3762.5,-7.08862,0
3763.5,-7.08862,0
3764.5,-7.08862,0
3765.5,-7.08862,0
3766.5,-7.08862,0
3767.5,-7.08862,0
3768.5,-7.08862,0
3769.5,-7.08862,0
3770.5,-7.08862,0
3771.5,-7.08862,0
3772.5,-7.08862,0
3773.5,-7.08862,0
3774.5,-7.08862,0
3775.5,-7.08862,0
3776.5,10738,10.738
3777.5,6208.21,6.20821
3778.5,39865.9,39.8659
3779.5,27448.5,27.4485
3780.5,10133.4,10.1334
3781.5,3394.58,3.39458
3782.5,21598.2,21.5982
3783.5,19134.6,19.1346
3784.5,5650.14,5.65014
3785.5,-7.08862,0
3786.5,-7.08862,0
3787.5,-7.08862,0
3788.5,-7.08862,0
3789.5,-7.08862,0
3790.5,-7.08862,0
3791.5,-7.08862,0
3792.5,-7.08862,0
3793.5,-7.08862,0
3794.5,-7.08862,0
3795.5,-7.08862,0
3796.5,-7.08862,0
3797.5,-7.08862,0
3798.5,-7.08862,0
3799.5,-7.08862,0
3800.5,13331.2,13.3312
3801.5,18989.8,18.9898
3802.5,31174.8,31.1748
3803.5,37608.2,37.6082
3804.5,47503.4,47.5034
3805.5,46005.7,46.0057
3806.5,38170.7,38.1707
3807.5,29936.5,29.9365
3808.5,9105.18,9.10518
3809.5,-7.08862,0
3810.5,-7.08862,0
3811.5,-7.08862,0
3812.5,-7.08862,0
3813.5,-7.08862,0
3814.5,-7.08862,0
3815.5,-7.08862,0
3816.5,-7.08862,0
3817.5,-7.08862,0
3818.5,-7.08862,0
3819.5,-7.08862,0
3820.5,-7.08862,0
3821.5,-7.08862,0
3822.5,-7.08862,0
3823.5,-7.08862,0
3824.5,9688.4,9.6884
3825.5,6504.72,6.50472
3826.5,35215.8,35.2158
3827.5,12348.2,12.3482
3828.5,28222,28.222
3829.5,23081.4,23.0814
3830.5,19550.2,19.5502
3831.5,17988.7,17.9887
3832.5,3362.43,3.36243
3833.5,-7.08862,0
3834.5,-7.08862,0
3835.5,-7.08862,0
3836.5,-7.08862,0
3837.5,-7.08862,0
3838.5,-7.08862,0
3839.5,-7.08862,0
3840.5,-7.08862,0
3841.5,-7.08862,0
3842.5,-7.08862,0
3843.5,-7.08862,0
3844.5,-7.08862,0
3845.5,-7.08862,0
3846.5,-7.08862,0
3847.5,-7.08862,0
3848.5,5695.49,5.69549
3849.5,13967.2,13.9672
3850.5,6239.43,6.23943
3851.5,19627.2,19.6272
3852.5,20237.1,20.2371
3853.5,13769.3,13.7693
3854.5,26620.1,26.6201
3855.5,24719.3,24.7193
3856.5,10157.3,10.1573
3857.5,-7.08862,0
3858.5,-7.08862,0
3859.5,-7.08862,0
3860.5,-7.08862,0
3861.5,-7.08862,0
3862.5,-7.08862,0
3863.5,-7.08862,0
3864.5,-7.08862,0
3865.5,-7.08862,0
3866.5,-7.08862,0
3867.5,-7.08862,0
3868.5,-7.08862,0
3869.5,-7.08862,0
3870.5,-7.08862,0
3871.5,-7.08862,0
3872.5,3105.47,3.10547
3873.5,9925.84,9.92584
3874.5,12235.7,12.2357
3875.5,17002.8,17.0028
3876.5,12642.1,12.6421
3877.5,12369.2,12.3692
3878.5,11661.9,11.6619
3879.5,4670.47,4.67047
3880.5,2447.59,2.44759
3881.5,-7.08862,0
3882.5,-7.08862,0
3883.5,-7.08862,0
3884.5,-7.08862,0
3885.5,-7.08862,0
3886.5,-7.08862,0
3887.5,-7.08862,0
3888.5,-7.08862,0
3889.5,-7.08862,0
3890.5,-7.08862,0
3891.5,-7.08862,0
3892.5,-7.08862,0
3893.5,-7.08862,0
3894.5,-7.08862,0
3895.5,-7.08862,0
3896.5,1353.8,1.3538
3897.5,5282.73,5.28273
3898.5,9567.8,9.5678
3899.5,17258.4,17.2584
3900.5,16865.4,16.8654
3901.5,34715.5,34.7155
3902.5,28353.1,28.3531
3903.5,23388.9,23.3889
3904.5,9595.3,9.5953
3905.5,-7.08862,0
3906.5,-7.08862,0
3907.5,-7.08862,0
3908.5,-7.08862,0
3909.5,-7.08862,0
3910.5,-7.08862,0
3911.5,-7.08862,0
3912.5,-7.08862,0
3913.5,-7.08862,0
3914.5,-7.08862,0
3915.5,-7.08862,0
3916.5,-7.08862,0
3917.5,-7.08862,0
3918.5,-7.08862,0
3919.5,-7.08862,0
3920.5,7673.14,7.67314
3921.5,23895.7,23.8957
3922.5,37855.1,37.8551
3923.5,43931,43.931
3924.5,45364.3,45.3643
3925.5,45497,45.497
3926.5,33348.8,33.3488
3927.5,19225.1,19.2251
3928.5,8911.99,8.91199
3929.5,-7.08862,0
3930.5,-7.08862,0
3931.5,-7.08862,0
3932.5,-7.08862,0
3933.5,-7.08862,0
3934.5,-7.08862,0
3935.5,-7.08862,0
3936.5,-7.08862,0
3937.5,-7.08862,0
3938.5,-7.08862,0
3939.5,-7.08862,0
3940.5,-7.08862,0
3941.5,-7.08862,0
3942.5,-7.08862,0
3943.5,-7.08862,0
3944.5,10551.9,10.5519
3945.5,25296.7,25.2967
3946.5,34317.9,34.3179
3947.5,13168.7,13.1687
3948.5,17860.1,17.8601
3949.5,30108.5,30.1085
3950.5,26454.8,26.4548
3951.5,25907.7,25.9077
3952.5,5636.4,5.6364
3953.5,-7.08862,0
3954.5,-7.08862,0
3955.5,-7.08862,0
3956.5,-7.08862,0
3957.5,-7.08862,0
3958.5,-7.08862,0
3959.5,-7.08862,0
3960.5,-7.08862,0
3961.5,-7.08862,0
3962.5,-7.08862,0
3963.5,-7.08862,0
3964.5,-7.08862,0
3965.5,-7.08862,0
3966.5,-7.08862,0
3967.5,-7.08862,0
3968.5,10256.5,10.2565
3969.5,30918.4,30.9184
3970.5,13081.6,13.0816
3971.5,39818,39.818
3972.5,42298.6,42.2986
3973.5,45213.3,45.2133
3974.5,33966.2,33.9662
3975.5,26845.5,26.8455
3976.5,9768.09,9.76809
3977.5,-7.08862,0
3978.5,-7.08862,0
3979.5,-7.08862,0
3980.5,-7.08862,0
3981.5,-7.08862,0
3982.5,-7.08862,0
3983.5,-7.08862,0
3984.5,-7.08862,0
3985.5,-7.08862,0
3986.5,-7.08862,0
3987.5,-7.08862,0
3988.5,-7.08862,0
3989.5,-7.08862,0
3990.5,-7.08862,0
3991.5,-7.08862,0
3992.5,6494.25,6.49425
3993.5,21612,21.612
3994.5,29405.4,29.4054
3995.5,13871.8,13.8718
3996.5,10817.4,10.8174
3997.5,13078.7,13.0787
3998.5,24194.3,24.1943
3999.5,6327.87,6.32787
4000.5,2063.45,2.06345
4001.5,-7.08862,0
4002.5,-7.08862,0
4003.5,-7.08862,0
4004.5,-7.08862,0
4005.5,-7.08862,0
4006.5,-7.08862,0
4007.5,-7.08862,0
4008.5,-7.08862,0
4009.5,-7.08862,0
4010.5,-7.08862,0
4011.5,-7.08862,0
4012.5,-7.08862,0
4013.5,-7.08862,0
4014.5,-7.08862,0
4015.5,-7.08862,0
4016.5,12895.7,12.8957
4017.5,25116.6,25.1166
4018.5,29364,29.364
4019.5,33667.9,33.6679
4020.5,9372.47,9.37247
4021.5,12420.2,12.4202
4022.5,9733.91,9.73391
4023.5,4408.51,4.40851
4024.5,1331.01,1.33101
4025.5,-7.08862,0
4026.5,-7.08862,0
4027.5,-7.08862,0
4028.5,-7.08862,0
4029.5,-7.08862,0
4030.5,-7.08862,0
4031.5,-7.08862,0
4032.5,-7.08862,0
4033.5,-7.08862,0
4034.5,-7.08862,0
4035.5,-7.08862,0
4036.5,-7.08862,0
4037.5,-7.08862,0
4038.5,-7.08862,0
4039.5,-7.08862,0
4040.5,2564.13,2.56413
4041.5,5760.83,5.76083
4042.5,8643.73,8.64373
4043.5,24611.6,24.6116
4044.5,15588.4,15.5884
4045.5,29593,29.593
4046.5,21488.7,21.4887
4047.5,14845.3,14.8453
4048.5,2333.46,2.33346
4049.5,-7.08862,0
4050.5,-7.08862,0
4051.5,-7.08862,0
4052.5,-7.08862,0
4053.5,-7.08862,0
4054.5,-7.08862,0
4055.5,-7.08862,0
4056.5,-7.08862,0
4057.5,-7.08862,0
4058.5,-7.08862,0
4059.5,-7.08862,0
4060.5,-7.08862,0
4061.5,-7.08862,0
4062.5,-7.08862,0
4063.5,-7.08862,0
4064.5,9824.73,9.82473
4065.5,21812.5,21.8125
4066.5,29778.1,29.7781
4067.5,41734.7,41.7347
4068.5,46424.4,46.4244
4069.5,36758.8,36.7588
4070.5,15560,15.56
4071.5,7542.67,7.54267
4072.5,2062.84,2.06284
4073.5,-7.08862,0
4074.5,-7.08862,0
4075.5,-7.08862,0
4076.5,-7.08862,0
4077.5,-7.08862,0
4078.5,-7.08862,0
4079.5,-7.08862,0
4080.5,-7.08862,0
4081.5,-7.08862,0
4082.5,-7.08862,0
4083.5,-7.08862,0
4084.5,-7.08862,0
4085.5,-7.08862,0
4086.5,-7.08862,0
4087.5,-7.08862,0
4088.5,1519.23,1.51923
4089.5,6143.74,6.14374
4090.5,8717.54,8.71754
4091.5,26296.4,26.2964
4092.5,21427.7,21.4277
4093.5,16248.1,16.2481
4094.5,10922,10.922
4095.5,7538.8,7.5388
4096.5,2721.87,2.72187
